title,rating,date,pros,cons,company,ticker,property_type,scrape_date,glassdoor_url
"I did not work at CBL/Columbia Place in 2015, I was RIFED in September 2004?",3.0,"Jul 7, 2019","Being able to work and interact in positive manner with office and home office personnel, store owners and managers Responsibilities included making sure payable's, receivables, balancing check books, processing internal income were done in timely manner. Interaction with office personnel store owners/managers, customers, home office personnel.","Their lack of appreciation for loyalty, hard work, extra hours worked to accomplish their goals. Their lack of belief in long time productive employees over short term, lower paid, employee, ie: RIF the higher paid employee with 25 years of service, keep the three year less knowledgeable of company and policy.",CBL Properties,CBL,Retail,2025-11-21,https://www.glassdoor.com/Reviews/CBL-and-Associates-Properties-Reviews-E2378.htm
"Fundamentally ""ok""...but needs so much help.",2.0,"Apr 15, 2015",Overall good group of people to work with.,"Out of touch upper managment. Severe nepitism. A multi-billion dollar company that is run like a mom & pop developer. Outdated business model and unwilling (or unable) to adapt to a very competitive environment. Low salaries, ridiculous PTO.",CBL Properties,CBL,Retail,2025-11-21,https://www.glassdoor.com/Reviews/CBL-and-Associates-Properties-Reviews-E2378.htm
"Nice People, Disorganized",4.0,"Dec 5, 2016","Some of the nicest people work for this company. Really they are friendly and kind, but also a disorganized mess.","They micro manage the staff, but have no clear training, so it makes it very difficult to do a good job. Odd policies, and no guidance, you have to assume that the person telling you what to do is correct. If they spent half as much time actually communicating as they spend talking about communicating it would be a great company.",CBL Properties,CBL,Retail,2025-11-21,https://www.glassdoor.com/Reviews/CBL-and-Associates-Properties-Reviews-E2378.htm
"Well respected company, it's a facade",3.0,"Jul 12, 2019",Some good working relationships Opportunities to move around Casual days,"Very reactive environment, no looking ahead The work load is chaotic, there is no chance of getting caught up The gossip culture is toxic It's who you know, if you want to get promoted CEO gets a 34% raise while the workforce is lucky to get 1% 'we've always done it this way' mindset runs rampant Let's not forget the constant Flux of lawsuits",CBL Properties,CBL,Retail,2025-11-21,https://www.glassdoor.com/Reviews/CBL-and-Associates-Properties-Reviews-E2378.htm
Could Be Better,2.0,"Oct 18, 2015",Decent pay and benefits.,"Management needs to modernize; still operates like it's 80's and has little to no insight how to treat good employees. Everyone really wants to do their best, but management only knows how the find and focus on things [it] finds wrong. There is no appreciation for going above and beyond . There is little to zero training in anything, it's sink or swim. The first 8 months was the most miserable time of my life. Direct managers seemed to enjoy tearing you down instead of building you up and never had anything encourage to say...EVER!",CBL Properties,CBL,Retail,2025-11-21,https://www.glassdoor.com/Reviews/CBL-and-Associates-Properties-Reviews-E2378.htm
Children at the helm. Literally.,2.0,"Jul 2, 2014",Benefits are ok. Company appears to be financially sound.,Top down culture. Input from the field is not solicited. Bullies abound. Company is strictly driven by Return on Investment. Work environment stessful.,CBL Properties,CBL,Retail,2025-11-21,https://www.glassdoor.com/Reviews/CBL-and-Associates-Properties-Reviews-E2378.htm
My experience has been good but strained as the job is not what I enterviewed for - deceived.,4.0,"Sep 7, 2013",CBL is a family owned business and has a family philosophy. Employees work hard but family life is respected and time with family is honored in my department.,"Not very flexible on schedules for most part and old fashioned ideas about dress code..no denim even on casual days. In reference to technology, somewhat behind...still using Lotus Notes. Some departments lack the manpower needed and employees are exploited.",CBL Properties,CBL,Retail,2025-11-21,https://www.glassdoor.com/Reviews/CBL-and-Associates-Properties-Reviews-E2378.htm
"Love the people, culture could improve",2.0,"Feb 24, 2017","Good insurance, good location. Most of the people who work there are great people.",IT staff is underpaid and underappreciated. Little room for professional growth. CBL prefers to hire outside the company rather than promote from within. Those who do get ahead are those who don't mind stepping on others. It can be difficult knowing who to trust. Many workers are unhappy.,CBL Properties,CBL,Retail,2025-11-21,https://www.glassdoor.com/Reviews/CBL-and-Associates-Properties-Reviews-E2378.htm
"Great people, just not so great at business",3.0,"Jan 5, 2021","Excellent coworkers, pay was competitive and earning bonuses was very easy. Lots of autonomy and each day was new and exciting. Never a dull moment.","Lots of people in leadership positions who weren’t knowledgeable and/or earned their position via suspect means. Lots of favoritism. If you shared an opinion, you were deemed as “not a term player”. Management didn’t want to hear the truth; they want everything sugar-coated. Little to no room for advancement.",CBL Properties,CBL,Retail,2025-11-21,https://www.glassdoor.com/Reviews/CBL-and-Associates-Properties-Reviews-E2378.htm
Great company for professional development,4.0,"Dec 3, 2022",Open door policy creates for a collaborative and nurturing environment. This is a great company to learn and grow with professionally.,Behind on the times. They have a weak portfolio due to unfortunate locations but also due to lack of creativity to adapt in a rapidly changing retail landscape. Company is also predominately made up of white males and not the best place for women or POC.,CBL Properties,CBL,Retail,2025-11-21,https://www.glassdoor.com/Reviews/CBL-and-Associates-Properties-Reviews-E2378.htm
A great company with great leadership,5.0,"Jan 24, 2013","- Opportunities for advancement and growth - Personable and reasonable leadership - More casual and friendly than some corporate environments - My supervisors went beyond being bosses, and took the time to be mentors and friends","- No true cons. Every workplace will have it's little nuances, depending on your personality and needs, and the same holds true here.",CBL Properties,CBL,Retail,2025-11-21,https://www.glassdoor.com/Reviews/CBL-and-Associates-Properties-Reviews-E2378.htm
Amazing coworkers!,4.0,"Mar 23, 2017",The people at CBL made it a great place to work! Enjoyed the opportunities for growth and how upper management followed an open door policy. Solid benefits and pay was fair.,Slow to make decisions and execute changes to established business procedures; outdated technology in some departments; few vacation days when you first begin,CBL Properties,CBL,Retail,2025-11-21,https://www.glassdoor.com/Reviews/CBL-and-Associates-Properties-Reviews-E2378.htm
Nepotism Reigns,1.0,"Oct 22, 2008",Large publicly traded company. National presence. Large portfolio>,Company run by one family. Key positions held by family members despite not being qualified. Family members are grossly over compensated. Worst benefits package imaginable. Employees are not valued for their input. Very patriarchal. Need to kiss butt if you want to survive.,CBL Properties,CBL,Retail,2025-11-21,https://www.glassdoor.com/Reviews/CBL-and-Associates-Properties-Reviews-E2378.htm
